机组序号	所在节点	最大出力(MW)	最小出力(MW)	上爬坡率(MW/h)	下爬坡率 (MW/h)	最小开机时间(h)	最小停机时间(h)	启动成本（元）	"初始状态(1开机,0停机)"	初始出力(MW)	初始状态持续时间(h)
613             1838             55             10             60             60             1             1             60             0             0             1
614             1839             55             10             60             60             1             1             60             0             0             1
615             1869             455             150             70             70             8             8             9000             0             0             8
616             1870             455             150             60             60             8             8             10000             0             0             8
617             1871             130             20             70             70             5             5             1100             0             0             5
618             1872             130             20             70             70             5             5             1120             0             0             5
619             1873             162             25             60             60             6             6             1800             0             0             6
620             1874             80             20             70             70             3             3             340             0             0             3
621             1875             85             25             70             70             3             3             520             0             0             3
622             1876             55             10             60             60             1             1             60             0             0             1
623             1877             55             10             60             60             1             1             60             0             0             1
624             1878             55             10             60             60             1             1             60             0             0             1
625             1908             455             150             70             70             8             8             9000             0             0             8
626             1909             455             150             60             60             8             8             10000             0             0             8
627             1910             130             20             70             70             5             5             1100             0             0             5
628             1911             130             20             70             70             5             5             1120             0             0             5
629             1912             162             25             60             60             6             6             1800             0             0             6
630             1913             80             20             70             70             3             3             340             0             0             3
631             1914             85             25             70             70             3             3             520             0             0             3
632             1915             55             10             60             60             1             1             60             0             0             1
633             1916             55             10             60             60             1             1             60             0             0             1
634             1917             55             10             60             60             1             1             60             0             0             1
635             1947             455             150             70             70             8             8             9000             0             0             8
636             1948             455             150             60             60             8             8             10000             0             0             8
637             1949             130             20             70             70             5             5             1100             0             0             5
638             1950             130             20             70             70             5             5             1120             0             0             5
639             1951             162             25             60             60             6             6             1800             0             0             6
640             1952             80             20             70             70             3             3             340             0             0             3
641             1953             85             25             70             70             3             3             520             0             0             3
642             1954             55             10             60             60             1             1             60             0             0             1
643             1955             55             10             60             60             1             1             60             0             0             1
644             1956             55             10             60             60             1             1             60             0             0             1
645             1986             455             150             70             70             8             8             9000             0             0             8
646             1987             455             150             60             60             8             8             10000             0             0             8
647             1988             130             20             70             70             5             5             1100             0             0             5
648             1989             130             20             70             70             5             5             1120             0             0             5
649             1990             162             25             60             60             6             6             1800             0             0             6
650             1991             80             20             70             70             3             3             340             0             0             3
651             1992             85             25             70             70             3             3             520             0             0             3
652             1993             55             10             60             60             1             1             60             0             0             1
653             1994             55             10             60             60             1             1             60             0             0             1
654             1995             55             10             60             60             1             1             60             0             0             1
655             2025             455             150             70             70             8             8             9000             0             0             8
656             2026             455             150             60             60             8             8             10000             0             0             8
657             2027             130             20             70             70             5             5             1100             0             0             5
658             2028             130             20             70             70             5             5             1120             0             0             5
659             2029             162             25             60             60             6             6             1800             0             0             6
660             2030             80             20             70             70             3             3             340             0             0             3
661             2031             85             25             70             70             3             3             520             0             0             3
662             2032             55             10             60             60             1             1             60             0             0             1
663             2033             55             10             60             60             1             1             60             0             0             1
664             2034             55             10             60             60             1             1             60             0             0             1
665             2064             455             150             70             70             8             8             9000             0             0             8
666             2065             455             150             60             60             8             8             10000             0             0             8
667             2066             130             20             70             70             5             5             1100             0             0             5
668             2067             130             20             70             70             5             5             1120             0             0             5
669             2068             162             25             60             60             6             6             1800             0             0             6
670             2069             80             20             70             70             3             3             340             0             0             3
671             2070             85             25             70             70             3             3             520             0             0             3
672             2071             55             10             60             60             1             1             60             0             0             1
673             2072             55             10             60             60             1             1             60             0             0             1
674             2073             55             10             60             60             1             1             60             0             0             1
675             2103             455             150             70             70             8             8             9000             0             0             8
676             2104             455             150             60             60             8             8             10000             0             0             8
677             2105             130             20             70             70             5             5             1100             0             0             5
678             2106             130             20             70             70             5             5             1120             0             0             5
679             2107             162             25             60             60             6             6             1800             0             0             6
680             2108             80             20             70             70             3             3             340             0             0             3
681             2109             85             25             70             70             3             3             520             0             0             3
682             2110             55             10             60             60             1             1             60             0             0             1
683             2111             55             10             60             60             1             1             60             0             0             1
684             2112             55             10             60             60             1             1             60             0             0             1
685             2142             455             150             70             70             8             8             9000             0             0             8
686             2143             455             150             60             60             8             8             10000             0             0             8
687             2144             130             20             70             70             5             5             1100             0             0             5
688             2145             130             20             70             70             5             5             1120             0             0             5
689             2146             162             25             60             60             6             6             1800             0             0             6
690             2147             80             20             70             70             3             3             340             0             0             3
691             2148             85             25             70             70             3             3             520             0             0             3
692             2149             55             10             60             60             1             1             60             0             0             1
693             2150             55             10             60             60             1             1             60             0             0             1
694             2151             55             10             60             60             1             1             60             0             0             1
695             2181             455             150             70             70             8             8             9000             0             0             8
696             2182             455             150             60             60             8             8             10000             0             0             8
697             2183             130             20             70             70             5             5             1100             0             0             5
698             2184             130             20             70             70             5             5             1120             0             0             5
699             2185             162             25             60             60             6             6             1800             0             0             6
700             2186             80             20             70             70             3             3             340             0             0             3
701             2187             85             25             70             70             3             3             520             0             0             3
702             2188             55             10             60             60             1             1             60             0             0             1
703             2189             55             10             60             60             1             1             60             0             0             1
704             2190             55             10             60             60             1             1             60             0             0             1
705             2220             455             150             70             70             8             8             9000             0             0             8
706             2221             455             150             60             60             8             8             10000             0             0             8
707             2222             130             20             70             70             5             5             1100             0             0             5
708             2223             130             20             70             70             5             5             1120             0             0             5
709             2224             162             25             60             60             6             6             1800             0             0             6
710             2225             80             20             70             70             3             3             340             0             0             3
711             2226             85             25             70             70             3             3             520             0             0             3
712             2227             55             10             60             60             1             1             60             0             0             1
713             2228             55             10             60             60             1             1             60             0             0             1
714             2229             55             10             60             60             1             1             60             0             0             1
715             2259             455             150             70             70             8             8             9000             0             0             8
716             2260             455             150             60             60             8             8             10000             0             0             8
717             2261             130             20             70             70             5             5             1100             0             0             5
718             2262             130             20             70             70             5             5             1120             0             0             5
719             2263             162             25             60             60             6             6             1800             0             0             6
720             2264             80             20             70             70             3             3             340             0             0             3
721             2265             85             25             70             70             3             3             520             0             0             3
722             2266             55             10             60             60             1             1             60             0             0             1
723             2267             55             10             60             60             1             1             60             0             0             1
724             2268             55             10             60             60             1             1             60             0             0             1
725             2298             455             150             70             70             8             8             9000             0             0             8
726             2299             455             150             60             60             8             8             10000             0             0             8
727             2300             130             20             70             70             5             5             1100             0             0             5
728             2301             130             20             70             70             5             5             1120             0             0             5
729             2302             162             25             60             60             6             6             1800             0             0             6
730             2303             80             20             70             70             3             3             340             0             0             3
731             2304             85             25             70             70             3             3             520             0             0             3
732             2305             55             10             60             60             1             1             60             0             0             1
733             2306             55             10             60             60             1             1             60             0             0             1
734             2307             55             10             60             60             1             1             60             0             0             1
735             2337             455             150             70             70             8             8             9000             0             0             8
736             2338             455             150             60             60             8             8             10000             0             0             8
737             2339             130             20             70             70             5             5             1100             0             0             5
738             2340             130             20             70             70             5             5             1120             0             0             5
739             2341             162             25             60             60             6             6             1800             0             0             6
740             2342             80             20             70             70             3             3             340             0             0             3
741             2343             85             25             70             70             3             3             520             0             0             3
742             2344             55             10             60             60             1             1             60             0             0             1
743             2345             55             10             60             60             1             1             60             0             0             1
744             2346             55             10             60             60             1             1             60             0             0             1
745             2376             455             150             70             70             8             8             9000             0             0             8
746             2377             455             150             60             60             8             8             10000             0             0             8
747             2378             130             20             70             70             5             5             1100             0             0             5
748             2379             130             20             70             70             5             5             1120             0             0             5
749             2380             162             25             60             60             6             6             1800             0             0             6
750             2381             80             20             70             70             3             3             340             0             0             3
751             2382             85             25             70             70             3             3             520             0             0             3
752             2383             55             10             60             60             1             1             60             0             0             1
753             2384             55             10             60             60             1             1             60             0             0             1
754             2385             55             10             60             60             1             1             60             0             0             1
755             2415             455             150             70             70             8             8             9000             0             0             8
756             2416             455             150             60             60             8             8             10000             0             0             8
757             2417             130             20             70             70             5             5             1100             0             0             5
758             2418             130             20             70             70             5             5             1120             0             0             5
759             2419             162             25             60             60             6             6             1800             0             0             6
760             2420             80             20             70             70             3             3             340             0             0             3
761             2421             85             25             70             70             3             3             520             0             0             3
762             2422             55             10             60             60             1             1             60             0             0             1
763             2423             55             10             60             60             1             1             60             0             0             1
764             2424             55             10             60             60             1             1             60             0             0             1
765             2454             455             150             70             70             8             8             9000             0             0             8
766             2455             455             150             60             60             8             8             10000             0             0             8
767             2456             130             20             70             70             5             5             1100             0             0             5
768             2457             130             20             70             70             5             5             1120             0             0             5
769             2458             162             25             60             60             6             6             1800             0             0             6
770             2459             80             20             70             70             3             3             340             0             0             3
771             2460             85             25             70             70             3             3             520             0             0             3
772             2461             55             10             60             60             1             1             60             0             0             1
773             2462             55             10             60             60             1             1             60             0             0             1
774             2463             55             10             60             60             1             1             60             0             0             1
775             2493             455             150             70             70             8             8             9000             0             0             8
776             2494             455             150             60             60             8             8             10000             0             0             8
777             2495             130             20             70             70             5             5             1100             0             0             5
778             2496             130             20             70             70             5             5             1120             0             0             5
779             2497             162             25             60             60             6             6             1800             0             0             6
780             2498             80             20             70             70             3             3             340             0             0             3
781             2499             85             25             70             70             3             3             520             0             0             3
782             2500             55             10             60             60             1             1             60             0             0             1
783             2501             55             10             60             60             1             1             60             0             0             1
784             2502             55             10             60             60             1             1             60             0             0             1
785             2532             455             150             70             70             8             8             9000             0             0             8
786             2533             455             150             60             60             8             8             10000             0             0             8
787             2534             130             20             70             70             5             5             1100             0             0             5
788             2535             130             20             70             70             5             5             1120             0             0             5
789             2536             162             25             60             60             6             6             1800             0             0             6
790             2537             80             20             70             70             3             3             340             0             0             3
791             2538             85             25             70             70             3             3             520             0             0             3
792             2539             55             10             60             60             1             1             60             0             0             1
793             2540             55             10             60             60             1             1             60             0             0             1
794             2541             55             10             60             60             1             1             60             0             0             1
795             2571             455             150             70             70             8             8             9000             0             0             8
796             2572             455             150             60             60             8             8             10000             0             0             8
797             2573             130             20             70             70             5             5             1100             0             0             5
798             2574             130             20             70             70             5             5             1120             0             0             5
799             2575             162             25             60             60             6             6             1800             0             0             6
800             2576             80             20             70             70             3             3             340             0             0             3
801             2577             85             25             70             70             3             3             520             0             0             3
802             2578             55             10             60             60             1             1             60             0             0             1
803             2579             55             10             60             60             1             1             60             0             0             1
804             2580             55             10             60             60             1             1             60             0             0             1
805             2610             455             150             70             70             8             8             9000             0             0             8
806             2611             455             150             60             60             8             8             10000             0             0             8
807             2612             130             20             70             70             5             5             1100             0             0             5
808             2613             130             20             70             70             5             5             1120             0             0             5
809             2614             162             25             60             60             6             6             1800             0             0             6
810             2615             80             20             70             70             3             3             340             0             0             3
811             2616             85             25             70             70             3             3             520             0             0             3
812             2617             55             10             60             60             1             1             60             0             0             1
813             2618             55             10             60             60             1             1             60             0             0             1
814             2619             55             10             60             60             1             1             60             0             0             1
815             2649             455             150             70             70             8             8             9000             0             0             8
816             2650             455             150             60             60             8             8             10000             0             0             8
817             2651             130             20             70             70             5             5             1100             0             0             5
818             2652             130             20             70             70             5             5             1120             0             0             5
819             2653             162             25             60             60             6             6             1800             0             0             6
820             2654             80             20             70             70             3             3             340             0             0             3
821             2655             85             25             70             70             3             3             520             0             0             3
822             2656             55             10             60             60             1             1             60             0             0             1
823             2657             55             10             60             60             1             1             60             0             0             1
824             2658             55             10             60             60             1             1             60             0             0             1
825             2688             455             150             70             70             8             8             9000             0             0             8
826             2689             455             150             60             60             8             8             10000             0             0             8
827             2690             130             20             70             70             5             5             1100             0             0             5
828             2691             130             20             70             70             5             5             1120             0             0             5
829             2692             162             25             60             60             6             6             1800             0             0             6
830             2693             80             20             70             70             3             3             340             0             0             3
831             2694             85             25             70             70             3             3             520             0             0             3
832             2695             55             10             60             60             1             1             60             0             0             1
833             2696             55             10             60             60             1             1             60             0             0             1
834             2697             55             10             60             60             1             1             60             0             0             1
835             2727             455             150             70             70             8             8             9000             0             0             8
836             2728             455             150             60             60             8             8             10000             0             0             8
837             2729             130             20             70             70             5             5             1100             0             0             5
838             2730             130             20             70             70             5             5             1120             0             0             5
839             2731             162             25             60             60             6             6             1800             0             0             6
840             2732             80             20             70             70             3             3             340             0             0             3
841             2733             85             25             70             70             3             3             520             0             0             3
842             2734             55             10             60             60             1             1             60             0             0             1
843             2735             55             10             60             60             1             1             60             0             0             1
844             2736             55             10             60             60             1             1             60             0             0             1
845             2766             455             150             70             70             8             8             9000             0             0             8
846             2767             455             150             60             60             8             8             10000             0             0             8
847             2768             130             20             70             70             5             5             1100             0             0             5
848             2769             130             20             70             70             5             5             1120             0             0             5
849             2770             162             25             60             60             6             6             1800             0             0             6
850             2771             80             20             70             70             3             3             340             0             0             3
851             2772             85             25             70             70             3             3             520             0             0             3
852             2773             55             10             60             60             1             1             60             0             0             1
853             2774             55             10             60             60             1             1             60             0             0             1
854             2775             55             10             60             60             1             1             60             0             0             1
855             2805             455             150             70             70             8             8             9000             0             0             8
856             2806             455             150             60             60             8             8             10000             0             0             8
857             2807             130             20             70             70             5             5             1100             0             0             5
858             2808             130             20             70             70             5             5             1120             0             0             5
859             2809             162             25             60             60             6             6             1800             0             0             6
860             2810             80             20             70             70             3             3             340             0             0             3
861             2811             85             25             70             70             3             3             520             0             0             3
862             2812             55             10             60             60             1             1             60             0             0             1
863             2813             55             10             60             60             1             1             60             0             0             1
864             2814             55             10             60             60             1             1             60             0             0             1
865             2844             455             150             70             70             8             8             9000             0             0             8
866             2845             455             150             60             60             8             8             10000             0             0             8
867             2846             130             20             70             70             5             5             1100             0             0             5
868             2847             130             20             70             70             5             5             1120             0             0             5
869             2848             162             25             60             60             6             6             1800             0             0             6
870             2849             80             20             70             70             3             3             340             0             0             3
871             2850             85             25             70             70             3             3             520             0             0             3
872             2851             55             10             60             60             1             1             60             0             0             1
873             2852             55             10             60             60             1             1             60             0             0             1
874             2853             55             10             60             60             1             1             60             0             0             1
875             2883             455             150             70             70             8             8             9000             0             0             8
876             2884             455             150             60             60             8             8             10000             0             0             8
877             2885             130             20             70             70             5             5             1100             0             0             5
878             2886             130             20             70             70             5             5             1120             0             0             5
879             2887             162             25             60             60             6             6             1800             0             0             6
880             2888             80             20             70             70             3             3             340             0             0             3
